name,info
static stretches,"[{'exercise': 'Bow Pose', 'sets': 1, 'reps': [0]}, {'exercise': 'Seated Oblique Stretch', 'sets': 1, 'reps': [10]}, {'exercise': 'Forearm/Bicep Stretch', 'sets': 1, 'reps': [10]}, {'exercise': 'Standing Chest stretch', 'sets': 1, 'reps': [10]}, {'exercise': 'Pike Calf/Hamstring stretch', 'sets': 1, 'reps': [10]}, {'exercise': 'Pigeon stretch (chest up)', 'sets': 1, 'reps': [0]}, {'exercise': 'Lower-Back Single Leg Lateral Stretch', 'sets': 1, 'reps': [0]}]"
Pillar Prep,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}]"
Regeneration,"[{'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}]"
Strength - Primary,"[{'exercise': '1-Arm DB Row', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Strength - Rotational,"[{'exercise': 'MB Rotational Throwdown', 'sets': 2, 'reps': [5, 5]}]"
Strength - Auxiliary,"[{'exercise': 'Half-Kneeling Lift', 'sets': 2, 'reps': [8, 8]}]"
Movement Skills,"[{'exercise': '3-Hurdle Drill - Pause', 'sets': 1, 'reps': [3]}]"
Movement Prep - 5min,"[{'exercise': 'Back Bridge - March', 'sets': 1, 'reps': [10]}]"
Med Ball - 5min,"[{'exercise': 'MB Chest Pass', 'sets': 1, 'reps': [10]}, {'exercise': 'MB Throwdown', 'sets': 1, 'reps': [5]}]"
Strength Primary,"[{'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': '1-Leg SB Hamstring Curl', 'sets': 3, 'reps': [8, 10, 10]}]"
Strength Secondary,"[{'exercise': 'Barbell 1-Leg SLDL', 'sets': 2, 'reps': [10, 10]}]"
Regeneration - 5min,"[{'exercise': 'Foam Roll - Chest/Shoulders', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Rhomboids/Back', 'sets': 1, 'reps': [0]}]"
Plyometrics - 5min,"[{'exercise': 'Depth Jump', 'sets': 1, 'reps': [5]}, {'exercise': '1-Leg Lateral Hurdle Hops - Continuous', 'sets': 1, 'reps': [5]}]"
Speed & Agility - 10min,"[{'exercise': '3-Hurdle Drill - Continuous', 'sets': 1, 'reps': [2]}]"
Strength Auxiliary,"[{'exercise': 'Diamond Pushup', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Barbell Bicep Curl', 'sets': 2, 'reps': [10, 10]}]"
Med Ball,"[{'exercise': 'MB Chest Pass', 'sets': 1, 'reps': [10]}, {'exercise': 'MB Throwdown', 'sets': 1, 'reps': [5]}]"
Speed & Agility,"[{'exercise': '3-Hurdle Drill - Continuous', 'sets': 2, 'reps': [3, 3]}]"
Plyo Linear Vertical 5 Min Lvl 3,"[{'exercise': '1-Leg Hurdle Hops - Continuous', 'sets': 1, 'reps': [5]}]"
Movement Prep - 20min,"[{'exercise': 'Back Bridge - March', 'sets': 2, 'reps': [10, 10]}]"
Med Ball - 10min,"[{'exercise': 'MB Rotational Throwdown', 'sets': 2, 'reps': [6, 6]}]"
Pillar Preparation (Pre-warmup) - 15min,"[{'exercise': 'Front Bridge - Knee -2- Chest', 'sets': 3, 'reps': [0, 0, 0]}]"
Medicine Ball Prep,"[{'exercise': 'Broad Jump', 'sets': 2, 'reps': [4, 4]}]"
Medicine Ball Total Body Linear 15 Min Lvl 1,"[{'exercise': 'MB Throwdown', 'sets': 3, 'reps': [10, 10, 10]}]"
Plyo,"[{'exercise': '1-Leg Hurdle Hops - Continuous', 'sets': 1, 'reps': [5]}]"
Pillar Prep Upper Mobility 10 Min Lvl 1,"[{'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Rhomboids/Back', 'sets': 1, 'reps': [0]}]"
Pillar Prep Lower Mobility 10 Min Lvl 1,"[{'exercise': 'Hipflexors', 'sets': 1, 'reps': [5]}]"
Pillar Prep Rotational Mobility 10 Min Lvl 1,"[{'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}]"
Medicine Ball Total Body Rotational 15 Min Lvl 1,"[{'exercise': 'Broad Jump', 'sets': 2, 'reps': [4, 4]}]"
Pillar Prep Lower Stability 10 Min Lvl 1,"[{'exercise': 'Back Bridge - March', 'sets': 1, 'reps': [5]}]"
Pillar Prep Upper Stability 10 Min Lvl 2,"[{'exercise': 'Foam Roll - Rhomboids/Back', 'sets': 1, 'reps': [0]}, {'exercise': 'Bear Crawl - Forward', 'sets': 1, 'reps': [0]}]"
Plyometrics Prep,"[{'exercise': '1-Arm DB Snatch', 'sets': 1, 'reps': [3]}, {'exercise': 'Box Jump', 'sets': 1, 'reps': [5]}]"
Movement Prep warmup,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}]"
Low Back Health - Mobility - 10min,"[{'exercise': 'Hipflexors', 'sets': 2, 'reps': [5, 5]}]"
Pillar Prep General Mobility 10 Min Lvl 1,"[{'exercise': 'Hipflexors', 'sets': 1, 'reps': [5]}]"
Strength 2,"[{'exercise': 'Side Bridge - Leg Raise', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'Front Bridge - Leg Raise', 'sets': 2, 'reps': [8, 8]}]"
Plyo/Med-Ball,"[{'exercise': 'Depth Jump', 'sets': 2, 'reps': [3, 3]}]"
Strength Circuit 1,"[{'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': [5, 5, 5, 5, 5, 5, 5]}, {'exercise': 'Barbell RDL', 'sets': 7, 'reps': [5, 5, 5, 5, 5, 5, 5]}]"
Strength Circuit 3,"[{'exercise': 'Barbell 1-Leg SLDL', 'sets': 7, 'reps': [5, 5, 5, 5, 5, 5, 5]}]"
Regen,"[{'exercise': 'Foam Roll - Chest/Shoulders', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Rhomboids/Back', 'sets': 1, 'reps': [0]}]"
testing,"[{'exercise': 'Barbell Clean Pull', 'sets': 1, 'reps': [0]}]"
Test,"[{'exercise': 'Barbell Clean Pull', 'sets': 2, 'reps': [1, 1]}]"
vitamins,"[{'exercise': 'Standing Chest stretch', 'sets': 1, 'reps': [0]}]"
vitamins1,"[{'exercise': 'Standing Chest stretch', 'sets': 1, 'reps': [0]}]"
(Pre-warmup) ,"[{'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}]"
Stability,"[{'exercise': 'Hipflexors', 'sets': 1, 'reps': [4]}, {'exercise': 'Back Bridge - March', 'sets': 2, 'reps': [5, 5]}]"
2x20!,"[{'exercise': 'Russian Twists', 'sets': 2, 'reps': [20, 20]}, {'exercise': 'Bicycles - continuous', 'sets': 2, 'reps': [20, 20]}]"
Main Series,"[{'exercise': 'Barbell Front Squat', 'sets': 2, 'reps': [10, 20]}, {'exercise': 'Barbell Bench Press', 'sets': 2, 'reps': [10, 20]}]"
Preparation,"[{'exercise': 'Back Bridge - March', 'sets': 1, 'reps': [10]}]"
Pillar Preparation (Pre-warmup),"[{'exercise': 'Back Bridge - March', 'sets': 1, 'reps': [10]}]"
Regeneration - 10min,"[{'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Quads', 'sets': 2, 'reps': [0, 0]}, {'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}]"
Upper Body Activation,"[{'exercise': 'Band Tricep Extension', 'sets': 2, 'reps': [8, 8]}]"
Hip activation,"[{'exercise': 'Back Bridge - March', 'sets': 2, 'reps': [8, 8]}]"
Prep 2,"[{'exercise': 'Band Tricep Extension', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'MB Standing Woodchop', 'sets': 2, 'reps': [5, 5]}]"
Knee Health - Mobility - 10min,"[{'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}, {'exercise': 'Hipflexors', 'sets': 2, 'reps': [5, 5]}]"
Regeneration - optional,"[{'exercise': 'Foam Roll - Chest/Shoulders', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Hamstring', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Rhomboids/Back', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Glutes', 'sets': 1, 'reps': [0]}]"
EMOM Sweat Circuit,"[{'exercise': 'Walking Lunge', 'sets': 1, 'reps': [8]}, {'exercise': 'Lateral Line Hop - Medium', 'sets': 1, 'reps': [8]}, {'exercise': 'Superman', 'sets': 1, 'reps': [8]}, {'exercise': 'Plie Squat', 'sets': 1, 'reps': [10]}]"
Block 3 - Strength,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [5, 5, 5, 5, 5, 0]}]"
Block 5 - Strength,"[{'exercise': 'Plate Overhead Walking Lunge', 'sets': 3, 'reps': [10, 10, 10]}]"
BLOCK 1,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [12, 0, 0, 0]}]"
BLOCK 4,"[{'exercise': '1-Arm DB Row', 'sets': 3, 'reps': [12, 12, 12]}]"
Prep Sets - Bench Press,"[{'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [0, 0, 0]}]"
Work Sets - Bench Press,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 0]}]"
Lower Body Assistance,"[{'exercise': 'Split Squat', 'sets': 2, 'reps': [12, 12]}]"
Warm Up,"[{'exercise': 'High-elbow trunk rotation', 'sets': 1, 'reps': [5]}, {'exercise': 'Bent-over windmill', 'sets': 1, 'reps': [5]}, {'exercise': 'Scorpion', 'sets': 1, 'reps': [8]}]"
Work Sets - Squat Pattern,"[{'exercise': 'Barbell Back Squat', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
Prep Sets - Squat Pattern,"[{'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [0, 0, 0]}]"
Multiplanar,"[{'exercise': 'Lateral Lunge', 'sets': 3, 'reps': [10, 10, 10]}]"
Squat Pattern - Work Sets,"[{'exercise': 'Goblet Squat', 'sets': 4, 'reps': [6, 6, 6, 6]}]"
Prep - Glutes,"[{'exercise': 'Fire Hydrant', 'sets': 4, 'reps': [0, 0, 15, 15]}]"
Work Sets - Speed Bench!,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [3, 3, 3, 3, 3, 3]}]"
Posterior Chain,"[{'exercise': 'Barbell RDL', 'sets': 2, 'reps': [20, 20]}]"
TRX,"[{'exercise': 'Spiderman Stretch', 'sets': 2, 'reps': [5, 5]}]"
SHOULDER CARE,"[{'exercise': 'TRX Y', 'sets': 3, 'reps': [12, 12, 12]}]"
Hip Rockers,"[{'exercise': 'Spiderman Stretch', 'sets': 1, 'reps': [5]}]"
TOTAL BODY STRENGTH,"[{'exercise': 'Barbell Power Clean', 'sets': 6, 'reps': [2, 3, 4, 2, 3, 4]}]"
TOTAL BODY SPEED,"[{'exercise': 'Barbell Power Snatch', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}, {'exercise': 'Barbell Hang Clean', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
LOWER BODY STRENGTH + UPPER PULL,"[{'exercise': 'Barbell Back Squat', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
TOTAL BODY REPS,"[{'exercise': 'Barbell Clean Pull', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
UPPER BODY STRENGTH + PULL,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [5, 5, 5, 3, 0]}, {'exercise': '1-Arm DB Row', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
BENCH TESTING,"[{'exercise': 'Barbell Bench Press', 'sets': 8, 'reps': [10, 5, 3, 2, 2, 1, 1, 1]}]"
BACK WORK,"[{'exercise': '1-Arm DB Row', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
TOTAL BODY,"[{'exercise': 'Barbell Clean Pull', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
UPPER BODY,"[{'exercise': 'DB Bench Press', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
TRX BACK CIRCUIT,"[{'exercise': 'TRX Inverted Row', 'sets': 3, 'reps': [12, 12, 12]}]"
GK LADDERS,"[{'exercise': 'Ladders -2-in-Left', 'sets': 1, 'reps': [2]}, {'exercise': 'Ladders - 2-in-Right', 'sets': 1, 'reps': [2]}]"
DYNAMIC WARM UP,"[{'exercise': 'Dynamic Warmup', 'sets': 1, 'reps': [0]}]"
Pat- Player Development Program,"[{'exercise': 'Kneeling Thoracic Mobility', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Foam Roll - Quads', 'sets': 1, 'reps': [0]}, {'exercise': 'Quadricep', 'sets': 1, 'reps': [3]}]"
Barbell Back Squat Clusters,"[{'exercise': 'Barbell Back Squat', 'sets': 13, 'reps': [5, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}]"
Deadlift Clusters,"[{'exercise': 'Barbell Deadlift', 'sets': 13, 'reps': [4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}]"
Barbell Bench Press Clusters,"[{'exercise': 'Barbell Bench Press', 'sets': 13, 'reps': [5, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]}]"
Dan Kettlebell Swing Block,"[{'exercise': 'KB Swing', 'sets': 4, 'reps': [5, 5, 5, 0]}]"
Dan Deadlift Block,"[{'exercise': 'Barbell Deadlift', 'sets': 4, 'reps': [5, 4, 3, 3]}]"
Front Squat + Footwork Block,"[{'exercise': 'Barbell Front Squat', 'sets': 3, 'reps': [10, 10, 10]}]"
Back Squat Clusters Block,"[{'exercise': 'Barbell Back Squat', 'sets': 13, 'reps': [5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}]"
Posterior Chain Block,"[{'exercise': '1-Leg SLDL', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': 'TRX Inverted Row', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'TRX Pushup', 'sets': 3, 'reps': [10, 10, 10]}]"
TRX Block,"[{'exercise': 'TRX Bicep Curl', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'TRX Tricep Extension', 'sets': 3, 'reps': [10, 10, 10]}]"
Sorinex Roller Block,"[{'exercise': 'Ab Roller', 'sets': 3, 'reps': [10, 10, 10]}]"
Back Squat Cluster Block,"[{'exercise': 'Barbell Back Squat', 'sets': 13, 'reps': [5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}, {'exercise': '1-Arm DB Row', 'sets': 3, 'reps': [6, 6, 6]}]"
Back Squat + Bungee Cord Block,"[{'exercise': 'Barbell Front Squat', 'sets': 3, 'reps': [7, 7, 7]}]"
Back Squat Testing,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [5, 5, 4, 3, 2, 0]}]"
Two-Leg Hinge + Hip Power,"[{'exercise': 'Broad Jump', 'sets': 3, 'reps': [1, 1, 1]}]"
Single Leg Push + Upper Body Single Arm Pull,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Two-Leg Hinge + Scap Strength,"[{'exercise': 'Broad Jump', 'sets': 3, 'reps': [1, 1, 1]}]"
Quadzilla Part 2,"[{'exercise': 'Safety Bar Squat', 'sets': 4, 'reps': [6, 6, 6, 6]}]"
Accessory Lift,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [12, 12, 12]}]"
2-Leg Push + Scap Strength,"[{'exercise': 'TRX T', 'sets': 3, 'reps': [8, 8, 8]}]"
Bulgarian Split Squats + Jumps,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Static Stretches and Yoga Poses,"[{'exercise': 'Cobra', 'sets': 1, 'reps': [0]}]"
Nervous System Activation,"[{'exercise': 'Jump Rope', 'sets': 3, 'reps': [0, 0, 0]}]"
Lateral Lunge + Upper Body Pull,"[{'exercise': 'DB Lateral Lunge', 'sets': 4, 'reps': [7, 7, 7, 7]}]"
Strength Block 1,"[{'exercise': 'Bulgarian Split Squat', 'sets': 4, 'reps': [8, 8, 8, 8]}]"
TRX Upper Body Series + SLDL,"[{'exercise': 'TRX Tricep Extension', 'sets': 3, 'reps': [12, 12, 12]}]"
Green Zone Training Block 1,"[{'exercise': 'Jump Rope', 'sets': 3, 'reps': [0, 0, 0]}]"
Green Zone Training Block 3,"[{'exercise': 'Mountain Climbers', 'sets': 4, 'reps': [0, 0, 0, 0]}]"
Front Squat Clusters + Bretzel Stretch,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [5, 5, 5, 20]}]"
Back Squat + Upper Body 1,"[{'exercise': 'Barbell Back Squat', 'sets': 4, 'reps': [4, 4, 4, 8]}]"
Bulgarian Split Squats + Fat Grip DB Rows,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Overhead Wall Slides + Band Resisted Fire Hydrants,"[{'exercise': 'Banded Fire Hydrant', 'sets': 2, 'reps': [10, 10]}]"
Bulgarian Split Squats + Landmine1-Arm Rows,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Front Squats + Elbow-Out 1-Arm DB Rows with staggered feet,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [6, 6, 6, 6]}]"
Squat + 1-Arm Press,"[{'exercise': 'Barbell Back Squat', 'sets': 5, 'reps': [3, 3, 2, 5, 10]}]"
Squat + 1-Arm Row,"[{'exercise': 'Barbell Back Squat', 'sets': 5, 'reps': [3, 3, 2, 5, 10]}]"
High-Speed Agility Work,"[{'exercise': '5-10-5 Drill - Lateral', 'sets': 1, 'reps': [6]}, {'exercise': '5-10-5 Drill - Fwd/Back/Fwd', 'sets': 1, 'reps': [5]}]"
Plyo Block #3,"[{'exercise': 'Plyo Pushup', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Core Blaster,"[{'exercise': 'Side Bridge Opposite Crunch', 'sets': 3, 'reps': [12, 12, 12]}]"
Block 2 - Blue + Shoulder Mobility,"[{'exercise': 'Safety Bar Squat', 'sets': 4, 'reps': [5, 5, 5, 10]}]"
Geen Zone Circuit - 3 Rounds,"[{'exercise': 'Mountain Climbers', 'sets': 1, 'reps': [3]}, {'exercise': 'Double Unders', 'sets': 1, 'reps': [25]}]"
Block 6 - Strength,"[{'exercise': 'DB Pushup -2- Row', 'sets': 3, 'reps': [16, 16, 16]}]"
Block 3 - Posterior Chain Strength - Lower,"[{'exercise': 'Barbell RDL', 'sets': 3, 'reps': [8, 8, 8]}]"
Block 3 - Bulgarians + Combo DB Press on Flat Bench,"[{'exercise': 'Barbell Bulgarian Split Squat', 'sets': 3, 'reps': [6, 6, 6]}]"
Warm-Up,"[{'exercise': 'Inchworm', 'sets': 1, 'reps': [5]}]"
Block 4 - Mini Green Zone ,"[{'exercise': 'KB Sumo Squat', 'sets': 4, 'reps': [6, 6, 6, 6]}]"
M.Tennis TRX Triple #1,"[{'exercise': 'TRX Pushup', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'TRX Inverted Row', 'sets': 3, 'reps': [10, 10, 10]}]"
M.Tennis Deadlift,"[{'exercise': 'Barbell Deadlift', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
M.Tennis Green Mile Part 1,"[{'exercise': 'Pushup', 'sets': 2, 'reps': [25, 25]}]"
TOTAL BODY - STRENGTH,"[{'exercise': 'Barbell Power Clean', 'sets': 7, 'reps': [3, 2, 1, 3, 2, 1, 1]}, {'exercise': 'Barbell Clean Pull', 'sets': 3, 'reps': [5, 5, 5]}]"
LOWER BODY - REPS,"[{'exercise': 'Barbell RDL', 'sets': 2, 'reps': [20, 20]}]"
LOWER BODY STRENGTH,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [10, 9, 8, 7, 6, 5]}]"
OLYMPIC,"[{'exercise': 'Barbell Hang Clean', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
LOWER + UPPER PULL,"[{'exercise': 'Barbell Back Squat', 'sets': 4, 'reps': [10, 8, 6, 10]}, {'exercise': '1-Arm DB Row', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
UPPER + POSTERIOR CHAIN,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [10, 8, 6, 10]}, {'exercise': 'Barbell RDL', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
TOTAL BODY - SPEED,"[{'exercise': 'Barbell Power Snatch', 'sets': 4, 'reps': [3, 3, 3, 3]}]"
OLYMPIC - STRENGTH,"[{'exercise': 'Barbell Power Clean', 'sets': 5, 'reps': [5, 5, 5, 4, 2]}, {'exercise': 'Barbell Clean Pull', 'sets': 3, 'reps': [5, 5, 5]}]"
POSTERIOR CHAIN - REPS,"[{'exercise': 'Barbell RDL', 'sets': 2, 'reps': [20, 20]}]"
UPPER BODY - STRENGTH,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [5, 3, 2, 1, 1, 0]}, {'exercise': '1-Arm DB Row', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
TOTAL BODY  - SPEED,"[{'exercise': 'Barbell Power Snatch', 'sets': 3, 'reps': [3, 3, 3]}]"
EXPLOSIVE,"[{'exercise': 'Barbell Power Clean', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
LOWER BODY + UPPER PULL,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [10, 10, 10, 10]}, {'exercise': '1-Arm DB Row', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
PAIR 1,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [8, 0, 0, 0]}]"
LOWER PUSH + UPPER PULL,"[{'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
CLEAN TESTING,"[{'exercise': 'Barbell Power Clean', 'sets': 6, 'reps': [2, 2, 1, 1, 1, 1]}]"
LOWER BODY REPITITIONS,"[{'exercise': 'Barbell Back Squat', 'sets': 4, 'reps': [12, 12, 12, 12]}, {'exercise': '1-Arm DB Row', 'sets': 4, 'reps': [12, 12, 12, 12]}]"
UPPER BODY REPITITIONS,"[{'exercise': 'DB Bench Press', 'sets': 3, 'reps': [0, 0, 0]}]"
TRX BACK CIRCUIT 2,"[{'exercise': 'TRX Inverted Row', 'sets': 3, 'reps': [10, 10, 10]}]"
TRX BACK WARMUP,"[{'exercise': 'TRX Inverted Row', 'sets': 3, 'reps': [10, 10, 10]}]"
UPPER PRESS + PULL,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [6, 5, 5, 0, 0]}]"
NO BIG DEAL,"[{'exercise': '1-Arm DB Row', 'sets': 5, 'reps': [10, 8, 6, 4, 2]}]"
DB ROW BURNOUT,"[{'exercise': '1-Arm DB Row', 'sets': 5, 'reps': [2, 4, 6, 8, 10]}]"
DEADLIFT,"[{'exercise': 'Barbell Deadlift', 'sets': 8, 'reps': [8, 1, 7, 2, 6, 3, 5, 4]}]"
TOTAL BODY POWER,"[{'exercise': 'Barbell Power Clean', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
EVEN MORE UPPER BODY,"[{'exercise': 'TRX Inverted Row', 'sets': 3, 'reps': [8, 8, 8]}]"
TOTAL BODY + UPPER PULL,"[{'exercise': 'Barbell Clean Pull', 'sets': 3, 'reps': [3, 3, 3]}]"
TOTAL BODY TECHNIQUE & STRENGTH,"[{'exercise': 'Barbell Power Clean', 'sets': 5, 'reps': [5, 5, 5, 5, 2]}]"
TOTAL BODY TECHNIQUE & SPEED,"[{'exercise': 'Barbell Power Snatch', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
FOREARMS AND TRICEPS,"[{'exercise': 'DB Tricep Kickback', 'sets': 3, 'reps': [15, 15, 15]}]"
CLEANS,"[{'exercise': 'Barbell Power Clean', 'sets': 6, 'reps': [2, 2, 1, 1, 1, 1]}]"
SQUATS,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [10, 5, 4, 3, 2, 0]}]"
BENCH,"[{'exercise': 'Barbell Bench Press', 'sets': 7, 'reps': [5, 5, 3, 2, 1, 1, 1]}]"
SQUAT TESTING,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [10, 5, 4, 3, 2, 0]}]"
SQUAT,"[{'exercise': 'Barbell Back Squat', 'sets': 10, 'reps': [5, 5, 5, 5, 5, 5, 5, 5, 5, 0]}]"
UPPER BODY PRE EXHAUST GIANT SET,"[{'exercise': 'DB Alternating Shoulder Raise', 'sets': 3, 'reps': [5, 5, 5]}]"
CORE & FOREARMS,"[{'exercise': 'Back Extension HOLD', 'sets': 3, 'reps': [10, 10, 10]}]"
UPPER PUSH + PULL,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
BIG BENCH FRIDAY,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [10, 8, 6, 8, 0]}]"
BLOCK 1 - STRENGTH,"[{'exercise': 'Barbell Power Clean', 'sets': 5, 'reps': [5, 5, 5, 4, 2]}]"
BLOCK 1 - REPS,"[{'exercise': 'Barbell Power Clean', 'sets': 3, 'reps': [3, 3, 3]}]"
QUADS,"[{'exercise': 'Barbell Back Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
UPPER BODY + UPPER PULL,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [0, 0, 0, 0]}]"
UPPER,"[{'exercise': 'Barbell Bench Press', 'sets': 9, 'reps': [6, 6, 6, 8, 8, 8, 10, 10, 10]}]"
LOWER PUSH,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [12, 10, 8, 6, 4, 2]}]"
Upper Strength,"[{'exercise': 'Barbell Bench Press', 'sets': 11, 'reps': [3, 3, 1, 2, 2, 2, 2, 4, 4, 4, 4]}]"
JUGGERNAUT SQUAT WEEK 1,"[{'exercise': 'Barbell Back Squat', 'sets': 10, 'reps': [5, 5, 5, 5, 5, 5, 5, 5, 5, 0]}]"
JUGGERNAUT SQUAT WEEK 2,"[{'exercise': 'Barbell Back Squat', 'sets': 10, 'reps': [3, 3, 3, 3, 3, 3, 3, 3, 3, 0]}]"
JUGGERNAUT SQUAT WEEK 3,"[{'exercise': 'Barbell Back Squat', 'sets': 4, 'reps': [5, 3, 1, 0]}]"
JUGGERNAUT SQUAT WEEK 4,"[{'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
INVERTED JUGGERNAUT SQUAT 8'S WAVE WEEK 1,"[{'exercise': 'Barbell Back Squat', 'sets': 8, 'reps': [5, 5, 5, 5, 5, 5, 5, 0]}]"
INVERTED JUGGERNAUT SQUAT 8'S WAVE WEEK 2,"[{'exercise': 'Barbell Back Squat', 'sets': 8, 'reps': [3, 3, 3, 3, 3, 3, 3, 0]}]"
